Series Name,Series Code,Country,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Income share held by third 20%,SI.DST.03RD.20,Belize,BLZ,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Benin,BEN,..,..,..,14.1,..
Income share held by third 20%,SI.DST.03RD.20,Bhutan,BTN,15,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Bolivia,BOL,14.6,14,13.7,14.5,..
Income share held by third 20%,SI.DST.03RD.20,Bosnia and Herzegovina,BIH,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Botswana,BWA,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Brazil,BRA,12.4,12.4,12.6,12.8,..
Income share held by third 20%,SI.DST.03RD.20,Bulgaria,BGR,16.6,16.7,16.2,..,..
Income share held by third 20%,SI.DST.03RD.20,Burkina Faso,BFA,..,..,15.1,..,..
Income share held by third 20%,SI.DST.03RD.20,Burundi,BDI,..,14.9,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Cabo Verde,CPV,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Cambodia,KHM,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Cameroon,CMR,..,..,13.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Canada,CAN,..,17,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Central African Republic,CAF,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Chad,TCD,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Chile,CHL,..,13,..,13,..
Income share held by third 20%,SI.DST.03RD.20,China,CHN,14.9,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Colombia,COL,11.9,11.9,11.8,12.6,..
Income share held by third 20%,SI.DST.03RD.20,Comoros,COM,..,14,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Congo, Dem. Rep.",COD,14.5,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Congo, Rep.",COG,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Costa Rica,CRI,12.9,12.6,12.9,12.9,..
Income share held by third 20%,SI.DST.03RD.20,Cote d'Ivoire,CIV,..,..,..,14.6,..
Income share held by third 20%,SI.DST.03RD.20,Croatia,HRV,17.3,17.5,17.4,..,..
Income share held by third 20%,SI.DST.03RD.20,Cyprus,CYP,15.8,15.1,15.8,..,..
Income share held by third 20%,SI.DST.03RD.20,Czech Republic,CZE,17.9,17.8,17.8,..,..
Income share held by third 20%,SI.DST.03RD.20,Denmark,DNK,17.3,17.3,17.3,..,..
Income share held by third 20%,SI.DST.03RD.20,Djibouti,DJI,14.4,14.6,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Dominican Republic,DOM,13.6,13.2,13.8,13.9,..
Income share held by third 20%,SI.DST.03RD.20,East Asia & Pacific,EAS,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Ecuador,ECU,13.9,13.3,13.9,13.6,..
Income share held by third 20%,SI.DST.03RD.20,"Egypt, Arab Rep.",EGY,16.4,..,..,16,..
Income share held by third 20%,SI.DST.03RD.20,El Salvador,SLV,14.7,14.2,14.6,14.8,..
Income share held by third 20%,SI.DST.03RD.20,Equatorial Guinea,GNQ,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Eritrea,ERI,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Estonia,EST,16.5,15.9,16.1,..,..
Income share held by third 20%,SI.DST.03RD.20,Ethiopia,ETH,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Europe & Central Asia,ECS,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Fiji,FJI,..,15.2,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Finland,FIN,17.5,17.5,17.5,..,..
Income share held by third 20%,SI.DST.03RD.20,Fragile and conflict affected situations,FCS,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,France,FRA,16.5,16.6,16.8,..,..
Income share held by third 20%,SI.DST.03RD.20,Gabon,GAB,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Gambia, The",GMB,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Georgia,GEO,15.2,15.4,15.4,15.5,..
Income share held by third 20%,SI.DST.03RD.20,Germany,DEU,..,16.9,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Ghana,GHA,14.6,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Greece,GRC,17.2,16.9,17,..,..
Income share held by third 20%,SI.DST.03RD.20,Guatemala,GTM,..,..,13.1,..,..
Income share held by third 20%,SI.DST.03RD.20,Guinea,GIN,16.4,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Guinea-Bissau,GNB,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Guyana,GUY,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Haiti,HTI,15.2,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Honduras,HND,11.2,12.1,12.8,13,..
Income share held by third 20%,SI.DST.03RD.20,Hungary,HUN,17.6,17.4,17.6,..,..
Income share held by third 20%,SI.DST.03RD.20,Iceland,ISL,17.8,17.9,18.1,..,..
Income share held by third 20%,SI.DST.03RD.20,IDA countries classified as fragile situations,DFS,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,IDA total,IDA,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,India,IND,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Indonesia,IDN,..,14.3,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Iran, Islamic Rep.",IRN,..,15.5,15.3,..,..
Income share held by third 20%,SI.DST.03RD.20,Iraq,IRQ,17.1,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Ireland,IRL,16.8,16.7,16.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Israel,ISR,15.8,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Italy,ITA,16.9,17,17.2,..,..
Income share held by third 20%,SI.DST.03RD.20,Jamaica,JAM,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Japan,JPN,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Jordan,JOR,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Kazakhstan,KAZ,17.3,17.5,17.4,17.3,..
Income share held by third 20%,SI.DST.03RD.20,Kenya,KEN,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Kiribati,KIR,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Korea, Rep.",KOR,17.5,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Kosovo,XKX,17.2,17.7,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Kyrgyz Republic,KGZ,17.3,16.9,17.2,16.8,..
Income share held by third 20%,SI.DST.03RD.20,Lao PDR,LAO,15.4,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Latin America & Caribbean,LCN,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Latvia,LVA,16.5,16.2,16.3,..,..
Income share held by third 20%,SI.DST.03RD.20,Lebanon,LBN,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Lesotho,LSO,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Liberia,LBR,..,..,16.5,..,..
Income share held by third 20%,SI.DST.03RD.20,Lithuania,LTU,16.6,16.3,16,..,..
Income share held by third 20%,SI.DST.03RD.20,Low & middle income,LMY,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Low income,LIC,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Lower middle income,LMC,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Luxembourg,LUX,16.5,17,17.2,..,..
Income share held by third 20%,SI.DST.03RD.20,"Macedonia, FYR",MKD,16.5,16.7,16.8,17.2,..
Income share held by third 20%,SI.DST.03RD.20,Madagascar,MDG,14.1,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Malawi,MWI,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Malaysia,MYS,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Maldives,MDV,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Mali,MLI,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Malta,MLT,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Mauritania,MRT,..,..,17,..,..
Income share held by third 20%,SI.DST.03RD.20,Mauritius,MUS,15.7,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Mexico,MEX,12.8,..,12.7,..,..
Income share held by third 20%,SI.DST.03RD.20,"Micronesia, Fed. Sts.",FSM,..,15.3,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Middle East & North Africa,MEA,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Middle income,MIC,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Moldova,MDA,17.1,17.3,17.4,17.5,..
Income share held by third 20%,SI.DST.03RD.20,Mongolia,MNG,16.3,..,16.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Montenegro,MNE,16.8,16.7,16.6,..,..
Income share held by third 20%,SI.DST.03RD.20,Morocco,MAR,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Mozambique,MOZ,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Myanmar,MMR,..,..,..,15,..
Income share held by third 20%,SI.DST.03RD.20,Namibia,NAM,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Nepal,NPL,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Netherlands,NLD,17.6,17.5,17.4,..,..
Income share held by third 20%,SI.DST.03RD.20,Nicaragua,NIC,..,..,13.6,..,..
Income share held by third 20%,SI.DST.03RD.20,Niger,NER,..,..,16,..,..
Income share held by third 20%,SI.DST.03RD.20,Nigeria,NGA,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Norway,NOR,18.1,17.9,18,..,..
Income share held by third 20%,SI.DST.03RD.20,Pakistan,PAK,..,16.4,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Palau,PLW,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Panama,PAN,12.6,12.6,13,12.8,..
Income share held by third 20%,SI.DST.03RD.20,Papua New Guinea,PNG,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Paraguay,PRY,13.8,13.2,12.4,13.3,..
Income share held by third 20%,SI.DST.03RD.20,Peru,PER,14.6,14.6,14.7,14.5,..
Income share held by third 20%,SI.DST.03RD.20,Philippines,PHL,13.9,..,..,14.5,..
Income share held by third 20%,SI.DST.03RD.20,Poland,POL,16.6,16.6,16.8,..,..
Income share held by third 20%,SI.DST.03RD.20,Portugal,PRT,16.2,16.3,16.4,..,..
Income share held by third 20%,SI.DST.03RD.20,Romania,ROU,17.9,17.9,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Russian Federation,RUS,14.5,14.4,14.7,15.2,..
Income share held by third 20%,SI.DST.03RD.20,Rwanda,RWA,..,11.8,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Samoa,WSM,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sao Tome and Principe,STP,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Senegal,SEN,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Serbia,SRB,..,17.5,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Seychelles,SYC,..,13.3,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sierra Leone,SLE,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Slovak Republic,SVK,18.7,18.3,19,..,..
Income share held by third 20%,SI.DST.03RD.20,Slovenia,SVN,18.2,18.1,18.1,..,..
Income share held by third 20%,SI.DST.03RD.20,Solomon Islands,SLB,..,15.5,..,..,..
Income share held by third 20%,SI.DST.03RD.20,South Africa,ZAF,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,South Asia,SAS,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,South Sudan,SSD,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Spain,ESP,17,17,17,..,..
Income share held by third 20%,SI.DST.03RD.20,Sri Lanka,LKA,14.5,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,St. Lucia,LCA,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sub-Saharan Africa,SSF,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sudan,SDN,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Suriname,SUR,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Swaziland,SWZ,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Sweden,SWE,17.8,17.7,17.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Switzerland,CHE,16.9,16.6,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Syrian Arab Republic,SYR,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Tajikistan,TJK,16.6,16.8,16.6,16.4,..
Income share held by third 20%,SI.DST.03RD.20,Tanzania,TZA,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Thailand,THA,14.8,15.1,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Timor-Leste,TLS,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Togo,TGO,..,..,..,14.4,..
Income share held by third 20%,SI.DST.03RD.20,Tonga,TON,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Trinidad and Tobago,TTO,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Tunisia,TUN,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Turkey,TUR,15.1,15.1,14.7,..,..
Income share held by third 20%,SI.DST.03RD.20,Turkmenistan,TKM,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Tuvalu,TUV,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Uganda,UGA,14.3,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Ukraine,UKR,17.9,17.9,18,17.8,..
Income share held by third 20%,SI.DST.03RD.20,United Kingdom,GBR,17,16.9,16.6,..,..
Income share held by third 20%,SI.DST.03RD.20,United States,USA,..,15.4,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Upper middle income,UMC,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Uruguay,URY,15.1,15,15.1,15.1,..
Income share held by third 20%,SI.DST.03RD.20,Uzbekistan,UZB,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Vanuatu,VUT,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Venezuela, RB",VEN,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Vietnam,VNM,16.1,..,16.4,..,..
Income share held by third 20%,SI.DST.03RD.20,West Bank and Gaza,PSE,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,World,WLD,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,"Yemen, Rep.",YEM,..,..,15.3,..,..
Income share held by third 20%,SI.DST.03RD.20,Zambia,ZMB,..,..,..,10.6,..
Income share held by third 20%,SI.DST.03RD.20,Zimbabwe,ZWE,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Afghanistan,AFG,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Albania,ALB,0,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Algeria,DZA,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Angola,AGO,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Argentina,ARG,0.6,0.7,0.7,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Armenia,ARM,0.1,0.1,0.1,0.1,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Australia,AUS,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Austria,AUT,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Azerbaijan,AZE,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Bangladesh,BGD,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Belarus,BLR,0,0,0,0,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Belgium,BEL,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Belize,BLZ,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Benin,BEN,..,..,..,5.2,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Bhutan,BTN,0,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Bolivia,BOL,0.9,0.8,0.7,0.8,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Bosnia and Herzegovina,BIH,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Botswana,BWA,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Brazil,BRA,9.2,9.9,7.5,8.9,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Bulgaria,BGR,0.1,0.1,0.1,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Burkina Faso,BFA,..,..,7.7,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Burundi,BDI,..,7.3,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Cabo Verde,CPV,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Cambodia,KHM,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Cameroon,CMR,..,..,5.3,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Canada,CAN,..,0.1,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Central African Republic,CAF,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Chad,TCD,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Chile,CHL,..,0.2,..,0.2,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,China,CHN,87.4,25.1,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Colombia,COL,3.3,2.9,2.7,2.6,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Comoros,COM,..,0.1,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Congo, Dem. Rep.",COD,53.2,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Congo, Rep.",COG,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Costa Rica,CRI,0.1,0.1,0.1,0.1,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Cote d'Ivoire,CIV,..,..,..,6.5,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Croatia,HRV,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Cyprus,CYP,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Czech Republic,CZE,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Denmark,DNK,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Djibouti,DJI,0.2,0.2,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Dominican Republic,DOM,0.3,0.2,0.2,0.2,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,East Asia & Pacific,EAS,144.3,73.9,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Ecuador,ECU,0.9,0.7,0.6,0.8,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Egypt, Arab Rep.",EGY,2,..,..,1.3,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,El Salvador,SLV,0.3,0.2,0.2,0.1,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Equatorial Guinea,GNQ,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Eritrea,ERI,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Estonia,EST,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Ethiopia,ETH,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Europe & Central Asia,ECS,11.8,10.4,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Fiji,FJI,..,0,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Finland,FIN,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Fragile and conflict affected situations,FCS,160.7,158.9,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,France,FRA,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Gabon,GAB,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Gambia, The",GMB,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Georgia,GEO,0.6,0.4,0.4,0.3,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Germany,DEU,..,0,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Ghana,GHA,3.5,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Greece,GRC,0.2,0.1,0.2,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Guatemala,GTM,..,..,1.5,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Guinea,GIN,4,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Guinea-Bissau,GNB,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Guyana,GUY,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Haiti,HTI,2.6,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Honduras,HND,1.8,1.6,1.5,1.6,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Hungary,HUN,0,0,0.1,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Iceland,ISL,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,IDA countries classified as fragile situations,DFS,159.4,157.8,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,IDA total,IDA,457.5,447,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,India,IND,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Indonesia,IDN,29.3,24.8,21,19.3,17.8
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Iran, Islamic Rep.",IRN,..,0.1,0.2,..,..
